,0
1304,-7.3148019225791785
1305,-241.282047553116
1306,22.163970660000246
1307,298.03875755507124
1308,237.04699011553595
1309,33.00959351614961
1310,261.53854949651287
1311,251.89965368488916
1312,229.38677018356898
1313,228.4006374721742
1314,249.04850783407403
1315,296.7938171064483
1316,-149.6230661838594
1317,266.81226903610815
1318,266.6887166230815
1319,137.50669854584092
1320,35.42972914246738
1321,295.6221812710003
1322,249.0555543766326
1323,266.86430778494935
1324,244.04894714137703
1325,262.48752610850204
1326,268.1883107502931
1327,262.28020379913255
1328,265.6741072651498
1329,267.86927931206526
1330,272.6802671444044
1331,283.8461349973065
1332,32.81275505591856
1333,274.29259606670166
1334,278.8795809923642
1335,267.1073355092187
1336,261.09342196653665
1337,268.7586717614945
1338,269.8160303161005
1339,-397.0151535695336
1340,245.23429806155696
1341,258.8162235988448
1342,246.98191941489833
1343,285.35576337835585
1344,24.715931324211752
1345,258.5735294360396
1346,-17.334867666134812
1347,240.73954104335584
1348,251.85781235655008
1349,286.0928745117889
1350,18.079399638181442
1351,265.28201841813143
1352,-35.31132818243216
1353,268.0861347644674
1354,217.32544335668877
1355,287.2476689871176
1356,260.67011447211735
1357,269.10999355749976
1358,245.37864516375154
1359,231.12563036113508
1360,-131.36394368849625
1361,249.25874941577842
1362,268.75330350045306
1363,242.17403392396758
1364,-151.3277281937001
1365,53.13566741750256
1366,-157.07699503198222
1367,258.43665705074164
1368,273.4243158148365
1369,249.9678258983705
1370,296.25893459368496
1371,241.6743043853638
1372,234.86407972593543
1373,271.70019199873013
1374,211.7710399679246
1375,235.69923801604477
1376,274.75981695448024
1377,258.74375950488945
1378,257.99067338089014
1379,265.81864443712936
1380,284.90676024569734
1381,212.13938437782744
1382,164.17280924636643
1383,294.99296499947616
1384,299.6379112797629
1385,248.273243755775
1386,252.94432041644023
1387,273.51153055675803
1388,265.87028640115193
1389,245.99645965680017
1390,28.43983203887916
1391,217.8745774792701
1392,268.123679776527
1393,-236.58476877023756
1394,235.65615500084738
1395,223.29326572113544
1396,276.1220083826714
1397,30.71895415124061
1398,274.66190040396594
1399,-187.48792755904998
1400,261.0504344623733
1401,290.9700288260966
1402,252.8072304656419
1403,232.93856363396768
1404,277.6510730044448
1405,-11.434744220676208
1406,202.36477616143145
1407,236.1234953223769
1408,299.2130948277214
1409,233.950763496714
1410,247.1157670766795
1411,264.00632233432026
1412,148.73917324974482
1413,260.85847153700126
1414,270.59203911868013
1415,274.5181576027228
1416,275.5337349304799
1417,-18.9852346784392
1418,-45.38270144404393
1419,244.3482133744218
1420,279.01607521190965
1421,-15.441138323902507
1422,236.25228510361717
1423,-44.97998167435082
1424,293.8906222354431
1425,255.29390455825163
1426,-28.070463301053834
1427,282.900744141122
1428,272.74595278862273
1429,258.9918524814401
1430,-143.5590619862386
1431,239.9884415759681
1432,244.05697868496216
1433,213.88276475877163
1434,257.40501369438886
1435,246.7200502312703
1436,245.1505678429574
1437,263.9893382480136
1438,270.52371544534356
1439,299.52020417881477
1440,-41.24188351421429
1441,-138.71665960815307
1442,238.4185169328994
1443,277.0460663608459
1444,243.76405058442936
1445,16.285704943492334
1446,194.72308331084918
1447,252.04796120917322
1448,39.86650746440125
1449,267.17952472316114
1450,255.0042950835454
1451,274.7542759929553
1452,258.18517310775735
1453,275.51193679340696
1454,257.1843116451276
1455,36.8706510862155
1456,286.1976045034761
1457,273.06338661387383
1458,252.91528640030208
1459,23.712716455904513
1460,-126.89400671463929
1461,276.88845472596313
1462,166.67336514657632
1463,269.5735263567568
1464,278.4105490904328
1465,261.7009131902559
1466,275.5696196458812
1467,273.2901786696527
1468,258.6652067180245
1469,269.0841241262749
1470,252.80388580287854
1471,-140.36388521985998
1472,240.02125198352496
1473,263.6501185588378
1474,241.92141189171537
1475,-152.55445283557447
1476,237.3552239941175
1477,275.80222542508153
1478,245.05248027637043
1479,264.9799008162213
1480,258.89167324861967
1481,-85.46745370400859
1482,254.68992690096323
1483,284.63412595348484
1484,220.26090542164434
1485,-202.83452421995474
1486,249.558443397763
1487,257.25759353858916
1488,7.985776409298566
1489,-47.475186035007326
1490,264.27129369305214
1491,233.5050460880862
1492,-41.79682819240189
1493,30.236237198833834
1494,246.54929933907528
1495,289.49753993335867
1496,-128.9234622391078
1497,262.6474750748649
1498,-68.83589333989347
1499,-16.285242241279633
1500,271.864416225299
1501,232.9533718417688
1502,265.77833664419825
1503,246.45684524646936
1504,256.9323279268126
1505,29.45953648014615
1506,281.92242369038956
1507,268.69426134024854
1508,267.1655881083482
1509,252.90545684602418
1510,254.39428235442563
1511,233.6118920894125
1512,249.89057688071972
1513,170.25131717562934
1514,291.55979581476157
1515,261.79008266702294
1516,-25.998310286957704
1517,264.7823001346894
1518,-106.62781286922659
1519,295.0882721929827
1520,232.97181847241626
1521,227.72471159747676
1522,273.5175395985495
1523,-64.94877549110059
1524,256.73067610940814
1525,292.8646307578025
1526,279.3851145336781
1527,235.60217671353152
1528,251.80226710278419
1529,257.4388675309715
1530,-56.5353903242011
1531,240.42741378230218
1532,-286.6091129279562
1533,-89.07712667817003
1534,256.6911719832199
1535,272.61533994579895
1536,237.51901937445427
1537,259.68975694393373
1538,252.09107505303882
1539,256.4703920567027
1540,242.74990178337188
1541,281.9003844320978
1542,278.98309432680355
1543,251.8632419974921
1544,218.92387767256832
1545,246.59453122960258
1546,287.55869526156005
1547,236.06965921393473
1548,262.42872160281445
1549,256.1590259493479
1550,246.60208842201905
1551,-167.25933252122172
1552,264.408179855935
1553,287.47645421308664
1554,257.2821023685856
1555,288.919742464147
1556,263.4969723089985
1557,271.0644721077864
1558,296.4625554813211
1559,230.0501422674474
1560,281.2803724218703
1561,301.3755353092189
1562,297.2566950592437
1563,251.7109787337935
1564,47.845843620851326
1565,239.54799196359033
1566,222.6671230186446
1567,265.7117292603268
1568,283.3398150427526
1569,33.23922632936379
1570,250.98801532168812
1571,234.98927175979534
1572,-9.658650021290697
1573,34.70628677535757
1574,247.47801555097308
1575,283.9457254347865
1576,263.673606732207
1577,231.40163897489612
1578,-12.02821968970892
1579,242.19805190123
1580,301.14117104976117
1581,281.9110136035349
1582,246.37711742872906
1583,253.4432020031557
1584,278.0987001208922
1585,57.810832344019815
1586,300.6042844155462
1587,267.2812285803061
1588,263.640646166112
1589,262.3682134919329
1590,294.05618709606915
1591,286.2955652605959
1592,322.1703633823288
1593,264.254227003721
1594,279.6821028652621
1595,254.61095632616428
1596,274.79382565347714
1597,288.39564473301846
1598,54.8917492804315
1599,251.497956395192
1600,44.74486330033051
1601,297.65800786555945
1602,259.10791165774924
1603,14.214767984088056
1604,283.3028036316239
1605,24.672688160132537
1606,45.95460062613785
1607,256.1985847433079
1608,285.31202650002297
1609,-1.0633454572454326
1610,260.19369622003927
1611,278.02895616265056
1612,256.62769510601163
1613,295.6530167671047
1614,33.930732819211954
1615,240.29723331856746
1616,287.6748388995212
1617,-52.18787044534142
1618,281.18194100734945
1619,193.32655776519198
1620,164.08957927011815
1621,223.41463154751108
1622,283.46714335938873
1623,248.5348686834072
1624,287.29689996241996
1625,282.05803177502247
1626,265.8275672801728
1627,200.92107240624966
1628,278.7595143434156
1629,275.68514976671213
1630,272.08273826841526
1631,249.34569858792773
1632,294.775362013708
1633,266.3729563041692
1634,278.58510210538736
1635,274.35955565871666
1636,278.686634824923
1637,266.3833922297603
1638,298.8220721001918
1639,247.57666505132607
1640,51.59751115317724
1641,41.11349104572474
1642,-160.01185787289077
1643,184.88369033244453
1644,280.4421664814396
1645,18.049665909604585
1646,61.50289823819355
1647,291.7333049740779
1648,-20.82315886449325
1649,232.5221484508367
1650,255.73539927448832
1651,269.8912048887793
1652,43.90182840793284
1653,244.41365941214409
1654,271.3191769470295
1655,1.4598604922730232
1656,262.0021216628762
1657,274.035275406255
1658,245.9395834612753
1659,248.17803975483656
1660,273.7297348853186
1661,159.41333196120485
1662,258.0229402182494
1663,56.0573708140343
1664,318.5293631816684
1665,280.0302736804881
1666,280.33983975365646
1667,268.5521148770812
1668,-19.20513134971449
1669,296.8588666437408
1670,41.3562870693807
1671,286.24352312379165
1672,291.27344208179466
1673,267.7939692917872
1674,291.3461537308966
1675,251.16086557417793
1676,259.0562051203512
1677,54.61625574094583
1678,177.5191542345908
1679,252.93241491756885
1680,282.0952753711
1681,248.80656898492214
1682,258.46801759150964
1683,182.84314513034883
1684,89.81892793312885
1685,237.17716965919894
1686,-211.09592263863487
1687,231.47828029295636
1688,-139.4718782784504
1689,-101.35403980622696
1690,-193.98598182893767
1691,33.22770200666136
1692,234.59761003415278
1693,293.74519929204655
1694,272.60192662997645
1695,-255.47059719771684
1696,303.9210388966213
1697,269.92313057543174
1698,271.83495637011015
1699,271.41621812522675
1700,281.177768313795
1701,174.01944014412277
1702,247.0175324501491
1703,171.60368862208998
1704,294.4795781424295
1705,258.5824200863657
1706,117.00616202080667
1707,308.0013292139831
1708,261.16088723086807
1709,301.1663655434277
1710,14.71312573142947
1711,275.04562242932855
1712,271.02867322338
1713,261.35373916538776
1714,259.5621253433678
1715,301.3634397805462
1716,244.70475137460727
1717,-153.64175851914027
1718,-165.72378756838535
1719,268.874838565524
1720,261.9103288388737
1721,295.97079708824526
1722,202.02800496064523
1723,204.70488859312928
1724,-23.065425442957245
1725,266.90486669608447
1726,-81.38890225723253
1727,81.42431713402104
1728,280.21945985891375
1729,247.05047287932837
1730,283.55884366152645
1731,-205.62505331430862
1732,245.2882413835238
1733,247.43274690129613
1734,272.710639064912
1735,239.87795447384048
1736,284.62067922506014
1737,278.4393753351203
1738,271.0905708543071
1739,238.96272624212344
1740,250.12623185668124
1741,240.07163671279352
1742,-145.2581859559634
1743,225.720641968722
1744,238.85168197250601
1745,267.0219337278878
1746,265.91035548009177
1747,223.47347706651638
1748,262.1851885816262
1749,250.04043823083876
1750,300.1021337424271
1751,257.26222888734856
1752,257.361004764169
1753,260.35242854028525
1754,264.41894092471415
1755,243.31057491546994
1756,126.38314097983587
1757,57.76154178035054
1758,214.68975206459254
1759,251.08066735803578
1760,264.2586609703977
1761,261.9430823490858
1762,-43.365505518643175
1763,232.38972970152082
1764,267.77125427758256
1765,300.24007388348247
1766,269.77875357653727
1767,243.01121058733025
1768,241.5074581989818
1769,245.38763602543105
1770,261.01907858246386
1771,279.1141638497119
1772,280.1090257583505
1773,123.88643779113552
1774,186.90795503659723
1775,272.16444588007994
1776,257.7066733142826
1777,-6.285778172545707
1778,272.5376505109521
1779,280.39480160499994
1780,218.9583608308149
1781,173.52955139763176
1782,253.31929191347487
1783,256.40224714443144
1784,276.5558804991043
1785,276.7477900059973
1786,254.7851727328689
1787,6.967765522812674
1788,277.72712461377625
1789,268.7114108714147
1790,257.16250303616516
1791,283.2463703669248
1792,235.50285799231597
1793,256.204008559126
1794,264.7223261193909
1795,249.25542398297276
1796,-7.93721861961545
1797,252.95534459468223
1798,268.7578416678454
1799,249.5120593028949
1800,2.358805144160698
1801,281.1127164400166
1802,280.81900230522365
1803,269.3261554073951
1804,-47.252066691218516
1805,239.18530779692068
1806,248.60445491783742
1807,231.89624062875208
1808,249.8319304411175
1809,267.23969792274465
1810,258.79483283468596
1811,267.75797826320155
1812,224.6934360148755
1813,55.918934054806414
1814,17.238761283927957
1815,48.40389115267513
1816,32.73237960556327
1817,268.0983040510391
1818,261.088982412595
1819,239.15528400419367
1820,3.7613878075293457
1821,219.77431469555046
1822,235.28458576543707
1823,289.35715297263386
1824,275.8300498225559
1825,265.1400705974961
1826,261.8701923774763
1827,22.95772921284707
1828,263.4010418938657
1829,286.12108077006616
1830,268.72029460882095
1831,254.48412915248517
1832,209.11625355261737
1833,255.65148372766615
1834,252.82275715062661
1835,270.12821565457284
1836,317.2338173363488
1837,267.5456702681128
1838,255.65340549111602
1839,196.7395656514027
1840,27.643340855892674
1841,230.4603828526188
1842,250.70223027323055
1843,293.02788098619686
1844,274.18054328188043
1845,276.2368278521899
1846,305.4338450546626
1847,209.71517389609787
1848,243.06404740149014
1849,270.1264593673579
1850,271.21507081407015
1851,241.91480310393752
1852,262.2835441484654
1853,265.2225137259261
1854,280.33154796293815
1855,263.0625057385282
1856,271.03955823246713
1857,283.3392453364605
1858,222.860788570247
1859,-371.36851965173605
1860,225.78465969765207
1861,279.1892599444796
1862,272.2755179650657
1863,290.6980757076501
1864,105.93108146564003
1865,295.52490846725334
1866,244.13385431880374
1867,232.2424851726571
1868,154.80767112705874
1869,296.2128300755634
1870,251.84458932208233
1871,43.195325254320494
1872,269.60772348696844
1873,261.7277953180745
1874,304.2201963764038
1875,232.65135052088658
1876,295.8403724967477
1877,144.2107398554416
1878,251.14546652928476
1879,281.4424311233753
1880,265.241848828123
1881,305.3691197526705
1882,298.568696421868
1883,280.52987301278597
1884,242.8839965522669
1885,267.55611863780103
1886,233.4514453303739
1887,226.87205396124432
1888,258.9825395179412
1889,272.4273295839814
1890,195.16377130116499
1891,268.94615884675534
1892,279.6073772005633
1893,274.32097293487914
1894,154.90359556729743
1895,-142.23273071191554
1896,288.6241877303628
1897,292.94012800117207
1898,265.88649366184404
1899,172.58302722296207
1900,280.159531454849
1901,279.0374637858781
1902,225.0659152304541
1903,288.82981210157266
1904,276.3710418482815
1905,227.50087434348558
1906,24.31959823597134
1907,279.24212007929657
1908,272.88340498559523
1909,232.15306873803726
1910,221.44298871947717
1911,269.9711668553667
1912,275.12567706203504
1913,259.9004413760893
1914,25.45462869172343
1915,36.40882436360394
1916,247.65900254229854
1917,282.04744680884255
1918,280.365699296668
1919,57.94990042855565
1920,-178.5156830959753
1921,-224.76000908086667
1922,246.05961721882062
1923,-7.623021059151739
1924,23.870535009524104
1925,278.16559629264475
1926,-211.83466861510556
1927,279.59167906172934
1928,266.3680176942792
1929,4.780644387176423
1930,245.0038508748511
1931,259.5226740027498
1932,235.9213423012246
1933,246.14787187117838
1934,-181.79038241798537
1935,14.629411831851286
1936,29.309480745088052
1937,-12.824009398040829
1938,275.2639691428575
1939,278.7642858528654
1940,22.03556190939615
1941,3.709941254761361
1942,257.16265050970617
1943,12.635344856768228
1944,-237.72191363030987
1945,259.42895493148285
1946,-112.2346382938645
1947,25.004015630745243
1948,30.222442396745294
1949,40.4332338217294
1950,22.623160310977212
1951,-480.50825869299695
1952,257.6261536398189
1953,299.6871287618509
1954,-366.73662798294424
1955,284.9693620371372
1956,46.70403402630782
1957,247.35383794788444
1958,278.57109930127444
1959,48.908205999874724
1960,6.538823924736036
1961,0.9078986563065854
1962,-224.61465864588928
1963,26.09678469106335
1964,266.4274264519655
1965,0.5741578052592331
1966,262.7442228532646
1967,268.33528769146045
1968,246.84187307791728
1969,28.86483286046922
1970,-4.460156395165143
1971,291.3431235605772
1972,251.48207628852106
1973,225.0719854330016
1974,280.18968492919106
1975,281.4917851767012
1976,298.50267689329405
1977,250.39028497784403
1978,276.9245092433771
1979,-284.9409803807817
1980,23.291601391741267
1981,9.076133726605377
1982,-45.01215316515298
1983,49.47455310850805
1984,292.8511429899362
1985,268.8780323307346
1986,-2.580188528434988
1987,-408.4551600717138
1988,-74.05844676377198
1989,-100.31996148633809
1990,-236.94092286088642
1991,-225.15459619586136
1992,-96.9264096972829
1993,-32.26644893433979
1994,251.54273950880966
1995,265.84255091850116
1996,284.15234940216305
1997,265.83775428041594
1998,255.15239272032926
1999,28.439163089530894
2000,62.77236044226319
2001,255.92362556120364
2002,258.3281370407722
2003,-24.038026947874684
2004,-255.56208515988936
2005,34.898888766400546
2006,301.67704497625704
2007,285.6585129078097
2008,271.2655443526478
2009,278.40880881272693
2010,264.29162631610984
2011,260.7212546568458
2012,-15.211179013251083
2013,278.42165938900547
2014,274.8575911414105
2015,47.13405199189398
2016,257.98485496535415
2017,301.7049032420925
2018,299.585657081191
2019,284.04398719148344
2020,13.592646462065147
2021,272.51761915266405
2022,284.57735350700455
2023,264.55133641638383
2024,253.91517850463018
2025,300.1011747677851
2026,269.3501058871266
2027,32.25170268140727
2028,261.6170442550256
2029,250.73839478427877
2030,-3.465631361671228
2031,290.81558663363313
2032,283.4650307078978
2033,255.9045887403345
2034,293.38313484498053
2035,270.7500161193475
2036,288.2754437086255
2037,291.30310078563673
2038,292.3004477997113
2039,282.5011985291627
2040,279.55080491342926
2041,249.15918673847028
2042,21.415412453468377
2043,256.56674109009515
2044,291.7641399460229
2045,295.3410628698114
2046,280.8668435867949
2047,289.8657992559014
2048,270.5826431703581
2049,253.73261587342185
2050,203.82893107029534
2051,287.8631044974177
2052,244.9358307073375
2053,248.19113922703986
2054,-14.900082094593614
2055,278.16846804861177
2056,-32.91170847480856
2057,262.2812270225982
2058,305.2640794575526
2059,268.3394518230403
2060,173.51274585789685
2061,285.69950927929386
2062,269.0974128504464
2063,253.14361702266356
2064,10.835095995998742
2065,230.9069213017795
2066,264.72237300754097
2067,254.3190108579331
2068,306.04023663959276
2069,244.14351991711453
2070,288.71574571107533
2071,296.0393901387583
2072,251.88530991288752
2073,30.71703127986342
2074,277.9102908350993
2075,45.029604132297465
2076,283.9801066356223
2077,270.20353123044913
2078,270.88853663325693
2079,271.8811149145955
2080,15.563316377972129
2081,-23.86977268514306
2082,242.07889124766243
2083,254.20021026962408
2084,277.1328832273972
2085,274.9874331899181
2086,252.766127717619
2087,271.4460489315204
2088,282.1791567702288
2089,7.803447870992642
2090,-42.21955160270723
2091,160.32492528597845
2092,251.60036784725494
2093,250.2323817484709
2094,33.818263814718904
2095,273.94465554848466
2096,256.42105045078824
2097,270.84936051727266
2098,276.4698878987622
2099,259.0524892751741
2100,282.0078045986812
2101,271.57351042452296
2102,294.77779945884555
2103,21.622366060633126
2104,267.92011930478736
2105,252.62190277929372
2106,255.57753768210262
2107,284.5693986755493
2108,261.9726572292426
2109,279.4198231052691
2110,39.13759554050904
2111,234.26263033223313
2112,265.26072363292405
2113,259.19521579742485
2114,270.3935227452075
2115,263.04757633153474
2116,218.1360631726492
2117,-162.1382042024013
2118,265.72355721187324
2119,279.1654179152573
2120,258.0778479725625
2121,273.2143095107639
2122,272.2072016563629
2123,264.258489620334
2124,258.4946528085635
2125,275.0267519932819
2126,281.9670783867932
2127,301.4208991540727
2128,256.3938175173636
2129,279.1649564944151
2130,1.6722628815780638
2131,295.3002803339215
2132,15.073773804595092
2133,252.78071619695473
2134,277.3873669018566
2135,263.65231449367786
2136,274.3506881875529
2137,19.178929166240536
2138,248.9337265177806
2139,36.873971204170175
2140,279.8223772887624
2141,284.13217109063993
2142,65.16366286968673
2143,284.83548979921716
2144,272.58526369537424
2145,66.04458807272653
2146,293.6523868615934
2147,-28.120174879101427
2148,267.39559181736615
2149,242.13432303411176
2150,156.08656571107056
2151,-8.057882714639405
2152,255.4497416520099
2153,283.6599126705828
2154,-7.4770668316624835
2155,251.08579546999673
2156,41.436311319973555
2157,253.99786065918045
2158,275.364035708738
2159,224.1849898728276
2160,68.50006644497418
2161,265.22927394458065
2162,245.52741943960143
2163,267.26977482087386
2164,288.02952385375266
2165,266.1596452485401
2166,285.12048981201895
2167,281.22562889217807
2168,272.9460853038017
2169,240.06220950075763
2170,62.713672309638156
2171,16.95676313864452
2172,291.26263832623124
2173,221.7445821956509
2174,28.163602905674395
2175,3.209996214636334
2176,260.2732868563204
2177,31.97331058067192
2178,266.93869305848284
2179,281.9309562299592
2180,259.68973562371184
2181,236.69061442514248
2182,243.73254315384958
2183,211.7722111606123
2184,238.52268785364944
2185,23.53567292169201
2186,243.41556402837358
2187,287.2937377414094
2188,268.842687962588
2189,264.60900758154236
2190,-365.5155730036633
2191,271.41462091160327
2192,282.64392979738614
2193,151.54372869177894
2194,82.50726181082797
2195,254.80167150387103
2196,259.02374063109846
2197,249.42875240207218
2198,291.31061057292095
2199,286.235192543822
2200,260.184492385788
2201,233.17386211173613
2202,234.03135020435744
2203,33.004694351286815
2204,51.27247161477962
2205,228.65713793654552
2206,280.0269238736201
2207,244.53765096838774
2208,272.2030397479797
2209,258.01733928141266
2210,211.80173990113406
2211,297.64193299273506
2212,256.7943105851064
2213,-15.235007794890237
2214,252.39932860318692
2215,263.73385701164403
2216,261.40326332277465
2217,286.8072765306033
2218,243.92365719567658
2219,192.80468871316404
2220,27.01794900342142
2221,235.20225157346593
2222,292.9524154373018
2223,265.7972514625843
2224,267.413778159877
2225,265.5799758653476
2226,275.1187849184631
2227,264.09952810240225
2228,33.30744889485598
2229,-35.43112091209085
2230,240.773939551817
2231,254.79728837426632
2232,244.97155627936084
2233,287.95898153271037
2234,257.5059853511509
2235,273.7979589047939
2236,245.31284911530568
2237,278.39392585685863
2238,-305.76584768659586
2239,223.95775301418115
2240,18.701505055697126
2241,292.30120695133263
2242,281.229487962264
2243,242.08519730626298
2244,261.43289098582034
2245,-2.2913168233894368
2246,271.99161977232774
2247,260.19461459209606
2248,256.758381818336
2249,277.45256192628136
2250,245.0881459706455
2251,244.8510307829179
2252,-79.84955590357511
2253,242.22266785831022
2254,267.15562713653014
2255,240.14437061874133
2256,-119.95021243162378
2257,253.8959328165251
2258,234.7057896042318
2259,246.87315574345297
2260,240.19179082509208
2261,289.9663706653365
2262,226.16661725752124
2263,27.66362499809634
2264,236.31766886482953
2265,277.2255910515821
2266,309.72037930918515
2267,276.4372587221419
2268,200.425719785571
2269,229.43814306496418
2270,260.10197553256563
2271,287.59742457399386
2272,275.0858267242556
2273,274.9759280892819
2274,254.12239688309734
2275,296.98593887340473
2276,249.89838686858073
2277,302.42912327706546
2278,262.6243544061492
2279,235.0023143860355
2280,267.49419710646794
2281,257.1286129429472
2282,280.56616151307225
2283,289.123355475415
2284,-36.6304070827325
2285,-48.59275695722148
2286,20.145110391577333
2287,294.3921242843095
2288,249.5754855476934
2289,281.2662607017554
2290,272.02551257116875
2291,279.5558658811952
2292,287.97013733088977
2293,278.99310550578065
2294,254.35423541733357
2295,240.68755180357607
2296,275.8643933774315
2297,262.6390412647515
2298,16.118724944079602
2299,269.9311156214294
2300,278.4206993462998
2301,266.0555121881613
2302,243.41014811163524
2303,262.7961217787724
2304,309.7228320520354
2305,267.16803263113957
2306,290.57572449398674
2307,300.79882218558043
2308,154.23708018242456
2309,259.39035137017765
2310,270.26196252380714
2311,269.57185054628906
2312,240.32390356799854
2313,262.1439588838971
2314,211.73587230506593
2315,244.68395233517973
2316,24.166313785171155
2317,260.5512951955536
2318,237.18310834247555
2319,317.4226724737055
2320,297.02653980000184
2321,308.12571834807204
2322,233.226866284229
2323,319.4769147716204
2324,-125.0874094551404
2325,255.76178030965062
2326,298.60873738172575
2327,270.67883390526583
2328,3.2401256690309594
2329,294.51117590523245
2330,221.10047926662966
2331,294.2931361403105
2332,12.225010635632373
2333,48.61848572356564
2334,43.92434507979064
2335,230.2129772088384
2336,303.5782021263939
2337,229.0352797158341
2338,11.529028001643184
2339,35.42521699077028
2340,-95.35033039124721
2341,301.07582949716044
2342,317.6438666511782
2343,205.39862841862293
2344,136.86347526082724
2345,247.89064140775315
2346,277.6539270297475
2347,273.739588364096
2348,268.39703231314525
2349,279.56120772425464
2350,230.3218811952007
2351,250.02257435143326
2352,238.1559949327107
2353,274.5483143888587
2354,272.9979931423285
2355,262.1877445809471
2356,307.369706382608
2357,247.89176187883413
2358,216.77485458565752
2359,275.13171514561554
2360,254.291491625148
2361,14.194951855679179
2362,253.99844084274855
2363,290.3223504931126
2364,264.933901384549
2365,261.29287979754804
2366,252.04973736937788
2367,195.89611198680853
2368,251.87627091839263
2369,300.7646769414482
2370,278.408199757518
2371,-20.80797708967647
2372,270.0412062088835
2373,268.33332366778257
2374,246.862302589851
2375,297.5577535179456
2376,282.9886395597058
2377,-7.96573796116752
2378,268.7808318267355
2379,275.53840412779266
2380,229.93967702808834
2381,281.93630903175506
2382,286.10659265630653
2383,253.32053967328747
2384,251.87500566510164
2385,289.48179042335653
2386,282.02741709407076
2387,267.6169248086986
2388,249.92121490396167
2389,-119.20738170365371
2390,283.56116570142285
2391,262.39392567712264
2392,278.78509421800754
2393,278.18465286957615
2394,254.92620562351166
2395,300.764304195366
2396,278.83614301923086
2397,288.0271971101963
2398,276.78071626811015
2399,262.2165165403177
2400,265.0866126731721
2401,276.0231259748006
2402,266.3552835390527
2403,25.612036939857603
2404,267.551840742638
2405,266.92830999102017
2406,270.8736566510162
2407,279.7846144838425
2408,315.50886282901604
2409,241.8523294277479
2410,270.0970127134634
2411,254.43839128307786
2412,267.94674717103885
2413,-246.21503627427234
2414,269.11021734235516
2415,239.60862749198526
2416,272.9010259577997
2417,302.967832775171
2418,252.83068690388774
2419,-137.26751307130576
2420,-1.356488202277447
2421,-17.494032960517202
2422,261.503061902946
2423,292.96158787776795
2424,300.77277576141284
2425,241.46950319857433
2426,270.7713344923142
2427,308.8463467474246
2428,253.33260133389908
2429,233.83478134535397
2430,237.02157382784503
2431,-86.08764030368143
2432,-45.26881832303101
2433,263.0098308625153
2434,-63.77386656344585
2435,279.9314326627514
2436,-40.91278157398608
2437,279.5819426166635
2438,282.2630753590739
2439,268.64258041928474
2440,278.9253305429699
2441,263.97641218688443
2442,248.6703819142125
2443,257.1104632433135
2444,268.24353835377036
2445,42.04242971251074
2446,271.67934973356614
2447,250.28895237981624
2448,-76.17538029233603
2449,242.43157957392248
2450,-29.13286140036756
2451,255.5419290628093
2452,-99.05055216159121
2453,242.36018971447987
2454,-0.9549359823881787
2455,283.3675655663445
2456,-12.495009668621663
2457,246.74562264049365
2458,249.95733779287283
2459,276.92524657053315
2460,299.8520990531657
2461,249.40978202013088
2462,277.64848933669634
2463,-8.319673690120226
2464,248.8593913474822
2465,285.1462966466289
2466,260.4011623679028
2467,254.03571904392595
2468,-2.1228820707269307
2469,308.77131471914726
2470,-155.21813005045186
2471,233.1335537889573
2472,246.92126270520495
2473,132.44511775879553
2474,253.88323422461391
2475,251.30412372886602
2476,60.769336890226185
2477,287.2633245670426
2478,228.86997022339466
2479,297.491285846082
2480,269.32368435012364
2481,65.77023556627256
2482,245.35968193198647
2483,300.6236023419987
2484,213.69563599225015
2485,284.61908489113017
2486,258.3260453176513
2487,285.96111543101443
2488,267.96287520910045
2489,238.91525669837372
2490,283.9473519730888
2491,-221.01885607874948
2492,35.08949081791911
2493,-332.193138541472
2494,266.2982577354961
2495,133.79159046954828
2496,297.16463364378075
2497,-133.81438930515083
2498,197.73614348674397
2499,272.22507591969725
2500,233.16121363166886
2501,280.35728845446033
2502,283.7534365097365
2503,242.4264813403914
2504,275.44272494132247
2505,293.5062386415158
2506,211.8832678844273
2507,279.00960110440917
2508,289.7286653260758
2509,272.33544370387824
2510,287.79575145355807
2511,54.54913663888178
2512,287.9823751866346
2513,300.5974107938208
2514,21.903700647351627
2515,257.2441464814331
2516,295.9887832417644
2517,279.86815146644676
2518,300.2733294039058
2519,263.3048366115105
2520,300.51687267374757
2521,268.60055057522254
2522,-10.073240680689295
2523,271.0519878592524
2524,269.89983819333924
2525,-165.02110599872776
2526,-52.337915456539214
2527,279.77089488746526
2528,270.0322824166992
2529,292.5527948041688
2530,248.21087037813692
2531,309.67011130228536
2532,167.0263994379675
2533,274.47011220528225
2534,282.23930383050015
2535,287.07024546212745
2536,283.67213019832343
2537,263.2689184119878
2538,269.76693758113623
2539,-6.380721117967738
2540,247.82761585152957
2541,274.0444352595723
2542,280.66001134373903
2543,293.19169303379454
2544,245.10010433572052
2545,255.3850614888568
2546,289.89440625204946
2547,305.66606997774494
2548,267.50121519478245
2549,252.78311980742154
2550,274.3503200477086
2551,263.97111924465366
2552,320.78311186360213
2553,282.39935709602594
2554,279.7029346941147
2555,253.44746015489625
2556,276.3135018630021
2557,259.5601995864133
2558,283.57810887882954
2559,277.25636524649315
2560,280.16688652313894
2561,288.9123532227928
2562,265.0509539818504
2563,250.08326458035015
2564,271.2560624812203
2565,264.16602358752914
2566,237.18943031888472
2567,285.69718196189876
